,name,d_zone_shift_starts,giveaways,goals,high_danger_goals,high_danger_shots,hits,low_danger_goals,low_danger_shots,medium_danger_goals,medium_danger_shots,missed_shots,o_zone_shift_starts,penalty_minutes,points,rebound_goals,rebounds,shifts,shot_attempts,shots_on_goal,takeaways,faceoffs_lost,faceoffs_won,games_played,icetime,on_ice_corsi_percentage,on_ice_fenwick_percentage,penalties_drawn,player_id,shifts,shots_blocked_by_player,assists,position_encoded
2112,Oliver Ekman-Larsson,3727.0,531.0,144.0,40.0,89.0,1610.0,80.0,2821.0,24.0,168.0,975.0,3746.0,580.0,470.0,16.0,183.0,26930.0,4674.0,2103.0,310.0,2.0,0.0,980,1337073.0,7.29,7.15,260.0,8475171,26930.0,884.0,326.0,1
2113,Oliver Kylington,418.0,144.0,17.0,1.0,4.0,114.0,10.0,348.0,6.0,20.0,126.0,506.0,52.0,55.0,0.0,13.0,4466.0,556.0,246.0,60.0,0.0,0.0,201,188728.0,2.9,2.86,18.0,8478430,4466.0,207.0,38.0,1
2114,Oliver Lauridsen,47.0,13.0,2.0,0.0,0.0,38.0,1.0,22.0,1.0,2.0,7.0,35.0,24.0,3.0,0.0,0.0,341.0,32.0,17.0,0.0,0.0,0.0,16,14247.0,0.88,0.8600000000000001,2.0,8475342,341.0,24.0,1.0,1
2115,Oliver Wahlstrom,235.0,55.0,34.0,13.0,37.0,253.0,14.0,386.0,7.0,86.0,138.0,524.0,119.0,67.0,5.0,30.0,3128.0,693.0,371.0,54.0,38.0,23.0,193,137902.0,2.54,2.5900000000000003,43.0,8480789,3128.0,74.0,33.0,3
2116,Olivier Magnan,40.0,7.0,0.0,0.0,0.0,29.0,0.0,14.0,0.0,0.0,6.0,37.0,4.0,0.0,0.0,0.0,372.0,20.0,8.0,4.0,1.0,0.0,18,16969.0,0.48,0.49,0.0,8471508,372.0,15.0,0.0,1
2117,Olle Alsing,4.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,65.0,3.0,1.0,1.0,0.0,0.0,4,2599.0,0.44,0.38,0.0,8481629,65.0,2.0,0.0,1
2118,Olle Lycksell,33.0,5.0,1.0,0.0,5.0,5.0,0.0,23.0,1.0,16.0,10.0,40.0,14.0,6.0,0.0,6.0,343.0,51.0,34.0,2.0,3.0,2.0,26,15811.0,0.8600000000000001,0.9,0.0,8480245,343.0,11.0,5.0,3
2119,Olli Jokinen,1288.0,269.0,113.0,47.0,123.0,566.0,27.0,1240.0,39.0,371.0,465.0,1814.0,324.0,289.0,23.0,93.0,11188.0,2190.0,1269.0,231.0,3602.0,3111.0,508,530845.0,3.77,3.77,108.0,8466140,11188.0,218.0,176.0,0
2120,Olli Juolevi,79.0,16.0,2.0,0.0,1.0,37.0,2.0,58.0,0.0,1.0,18.0,70.0,6.0,3.0,0.0,2.0,743.0,91.0,42.0,4.0,0.0,0.0,41,32003.0,0.99,0.96,2.0,8479355,743.0,40.0,1.0,1
2121,Olli Maatta,2108.0,394.0,40.0,7.0,22.0,798.0,26.0,1097.0,7.0,53.0,333.0,1659.0,162.0,177.0,5.0,49.0,16146.0,1749.0,839.0,139.0,0.0,0.0,684,752001.0,5.16,5.24,68.0,8476874,16146.0,1046.0,137.0,1
2122,Ondrej Kase,495.0,129.0,57.0,20.0,64.0,131.0,20.0,591.0,17.0,137.0,207.0,784.0,62.0,124.0,11.0,27.0,4992.0,1016.0,585.0,138.0,78.0,23.0,258,219510.0,4.09,4.07,61.0,8478131,4992.0,101.0,67.0,3
2123,Ondrej Palat,1882.0,368.0,162.0,58.0,179.0,1242.0,35.0,1166.0,69.0,547.0,519.0,2923.0,230.0,478.0,37.0,123.0,16283.0,2454.0,1373.0,380.0,190.0,48.0,748,755489.0,6.470000000000001,6.45,166.0,8476292,16283.0,539.0,316.0,2
2124,Ondrej Pavel,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,20.0,5.0,3.0,1.0,6.0,3.0,2,732.0,0.75,0.75,0.0,8484259,20.0,0.0,0.0,0
2125,Oscar Fantenberg,263.0,56.0,5.0,0.0,1.0,200.0,4.0,209.0,1.0,9.0,71.0,253.0,34.0,18.0,1.0,12.0,2592.0,319.0,148.0,22.0,0.0,0.0,124,115493.0,1.43,1.44,11.0,8480147,2592.0,154.0,13.0,1
2126,Oscar Klefbom,1574.0,306.0,34.0,8.0,15.0,251.0,19.0,1184.0,7.0,53.0,368.0,1349.0,74.0,154.0,4.0,46.0,10205.0,1796.0,884.0,179.0,0.0,0.0,377,515380.0,3.45,3.48,33.0,8476472,10205.0,749.0,120.0,1
2127,Oscar Lindberg,375.0,76.0,39.0,11.0,34.0,405.0,9.0,377.0,19.0,101.0,138.0,497.0,117.0,79.0,8.0,22.0,4140.0,633.0,374.0,71.0,632.0,635.0,252,178061.0,2.62,2.58,30.0,8475715,4140.0,126.0,40.0,0
2128,Oscar Moller,126.0,30.0,12.0,6.0,10.0,93.0,4.0,148.0,2.0,57.0,65.0,247.0,22.0,26.0,2.0,15.0,1399.0,277.0,150.0,10.0,122.0,73.0,87,60983.0,1.72,1.6800000000000002,16.0,8474114,1399.0,23.0,14.0,3
2129,Oskar Lindblom,712.0,87.0,56.0,15.0,64.0,317.0,14.0,449.0,27.0,191.0,173.0,762.0,81.0,110.0,10.0,49.0,6554.0,889.0,531.0,89.0,52.0,36.0,337,270590.0,3.54,3.48,42.0,8478067,6554.0,178.0,54.0,2
2130,Oskar Olausson,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,25.0,4.0,2.0,0.0,0.0,0.0,2,1132.0,0.9299999999999999,0.73,0.0,8482712,25.0,2.0,0.0,3
2131,Oskar Osala,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,31.0,7.0,2.0,0.0,0.0,0.0,3,1453.0,1.13,1.12,1.0,8473496,31.0,0.0,0.0,2
2132,Oskar Steen,99.0,8.0,4.0,2.0,6.0,125.0,1.0,65.0,1.0,16.0,27.0,71.0,12.0,8.0,2.0,5.0,873.0,114.0,60.0,13.0,9.0,1.0,60,35852.0,2.06,2.06,10.0,8479546,873.0,28.0,4.0,0
2133,Oskar Sundqvist,1097.0,97.0,56.0,22.0,90.0,504.0,11.0,468.0,23.0,171.0,219.0,746.0,161.0,144.0,15.0,39.0,7575.0,902.0,510.0,163.0,1333.0,1019.0,425,339589.0,3.98,4.0,106.0,8476897,7575.0,208.0,88.0,0
2134,Oskars Bartulis,125.0,30.0,1.0,1.0,2.0,52.0,0.0,52.0,0.0,4.0,25.0,124.0,32.0,9.0,1.0,6.0,1297.0,96.0,33.0,8.0,0.0,0.0,66,54625.0,0.87,0.88,5.0,8471756,1297.0,80.0,8.0,1
2135,Ossi Vaananen,199.0,23.0,1.0,0.0,0.0,89.0,1.0,34.0,0.0,0.0,14.0,103.0,22.0,11.0,0.0,1.0,1245.0,44.0,20.0,9.0,0.0,0.0,49,52670.0,0.37,0.37,6.0,8467369,1245.0,75.0,10.0,1
2136,Otto Koivula,31.0,5.0,0.0,0.0,0.0,26.0,0.0,14.0,0.0,5.0,2.0,28.0,6.0,4.0,0.0,0.0,326.0,24.0,17.0,5.0,79.0,58.0,28,14146.0,1.31,1.25,3.0,8479526,326.0,12.0,4.0,2
2137,Otto Leskinen,6.0,7.0,0.0,0.0,0.0,14.0,0.0,3.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,75.0,8.0,2.0,1.0,0.0,0.0,6,4071.0,0.94,0.84,0.0,8481105,75.0,1.0,0.0,1
2138,Owen Beck,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,2.0,1.0,1,588.0,0.18,0.11,0.0,8483424,14.0,1.0,0.0,0
2139,Owen Nolan,441.0,61.0,41.0,13.0,32.0,88.0,15.0,276.0,13.0,99.0,108.0,469.0,66.0,78.0,6.0,13.0,2983.0,489.0,299.0,50.0,292.0,259.0,132,130686.0,1.06,1.06,35.0,8449895,2983.0,32.0,37.0,3
2140,Owen Power,605.0,92.0,12.0,0.0,11.0,73.0,5.0,282.0,7.0,36.0,81.0,672.0,44.0,71.0,1.0,25.0,4597.0,471.0,248.0,51.0,0.0,0.0,163,227936.0,1.55,1.51,15.0,8482671,4597.0,210.0,59.0,1
2141,Owen Tippett,434.0,94.0,73.0,23.0,73.0,432.0,28.0,752.0,22.0,189.0,265.0,924.0,46.0,142.0,5.0,67.0,5370.0,1336.0,749.0,132.0,74.0,61.0,270,244538.0,2.77,2.8,47.0,8480015,5370.0,141.0,69.0,3
2142,P.J. Axelsson,281.0,20.0,6.0,4.0,12.0,55.0,0.0,88.0,2.0,23.0,36.0,191.0,16.0,30.0,0.0,7.0,1565.0,162.0,87.0,41.0,30.0,16.0,74,71997.0,0.46,0.46,12.0,8462209,1565.0,31.0,24.0,2
2143,P.K. Subban,3131.0,863.0,115.0,29.0,71.0,1044.0,77.0,2615.0,9.0,72.0,797.0,3240.0,785.0,467.0,6.0,132.0,22954.0,4075.0,1961.0,303.0,2.0,1.0,834,1174139.0,7.2,7.19,248.0,8474056,22954.0,1112.0,352.0,1
2144,PA Parenteau,933.0,240.0,114.0,50.0,122.0,457.0,26.0,849.0,38.0,287.0,288.0,2038.0,300.0,295.0,28.0,78.0,10218.0,1613.0,970.0,220.0,111.0,48.0,486,491805.0,4.5200000000000005,4.49,114.0,8469707,10218.0,139.0,181.0,3
2145,Par Lindholm,360.0,25.0,4.0,1.0,8.0,81.0,2.0,118.0,1.0,31.0,58.0,119.0,22.0,19.0,1.0,4.0,1784.0,198.0,99.0,44.0,363.0,340.0,106,71928.0,1.16,1.12,11.0,8480944,1784.0,81.0,15.0,0
2146,Parker Kelly,467.0,39.0,17.0,6.0,22.0,478.0,5.0,191.0,6.0,57.0,76.0,174.0,97.0,35.0,0.0,14.0,3063.0,364.0,194.0,63.0,43.0,17.0,177,117337.0,1.91,1.89,47.0,8480448,3063.0,122.0,18.0,0
2147,Parker Wotherspoon,152.0,24.0,0.0,0.0,0.0,92.0,0.0,54.0,0.0,1.0,13.0,70.0,35.0,9.0,0.0,4.0,1189.0,97.0,42.0,16.0,0.0,0.0,53,53191.0,0.95,0.98,11.0,8478450,1189.0,74.0,9.0,1
2148,Pascal Dupuis,1202.0,100.0,107.0,30.0,77.0,587.0,31.0,976.0,46.0,293.0,350.0,1063.0,189.0,234.0,23.0,70.0,8800.0,1704.0,996.0,158.0,154.0,105.0,435,418078.0,3.73,3.77,71.0,8466393,8800.0,262.0,127.0,3
2149,Pascal Pelletier,9.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,7.0,5.0,13.0,0.0,0.0,0.0,1.0,144.0,16.0,8.0,2.0,23.0,14.0,10,5446.0,0.95,0.89,3.0,8469752,144.0,2.0,0.0,2
2150,Pat Maroon,532.0,101.0,43.0,19.0,70.0,727.0,8.0,370.0,16.0,196.0,173.0,856.0,399.0,124.0,10.0,54.0,6310.0,777.0,463.0,102.0,61.0,39.0,405,297181.0,3.19,3.17,101.0,8474034,6310.0,62.0,81.0,2
2151,Patric Hornqvist,1653.0,169.0,264.0,114.0,366.0,1418.0,57.0,2318.0,93.0,904.0,766.0,3658.0,436.0,545.0,63.0,235.0,18473.0,4242.0,2822.0,371.0,126.0,83.0,901,849352.0,9.03,9.04,278.0,8471887,18473.0,487.0,281.0,3
2152,Patrice Bergeron,5001.0,372.0,354.0,129.0,321.0,824.0,76.0,2991.0,149.0,1149.0,1183.0,4577.0,422.0,850.0,58.0,188.0,25670.0,5544.0,3278.0,696.0,9154.0,13148.0,1054,1172504.0,8.89,8.92,179.0,8470638,25670.0,737.0,496.0,0
2153,Patrice Brisebois,114.0,54.0,5.0,2.0,4.0,45.0,2.0,84.0,1.0,3.0,23.0,194.0,19.0,18.0,0.0,6.0,1247.0,163.0,68.0,14.0,0.0,0.0,62,59144.0,0.54,0.53,4.0,8445739,1247.0,69.0,13.0,1
2154,Patrice Cormier,48.0,2.0,1.0,0.0,4.0,80.0,0.0,33.0,1.0,19.0,12.0,60.0,18.0,5.0,0.0,3.0,578.0,71.0,44.0,8.0,69.0,94.0,52,22516.0,3.38,3.27,15.0,8474616,578.0,20.0,4.0,0
2155,Patrick Bordeleau,106.0,15.0,8.0,3.0,8.0,296.0,4.0,63.0,1.0,12.0,22.0,202.0,115.0,16.0,2.0,7.0,1292.0,104.0,61.0,12.0,4.0,1.0,129,51463.0,1.1400000000000001,1.12,22.0,8471326,1292.0,17.0,8.0,2
2156,Patrick Brown,471.0,36.0,10.0,4.0,15.0,357.0,2.0,170.0,4.0,40.0,76.0,157.0,57.0,25.0,4.0,10.0,2497.0,277.0,149.0,24.0,366.0,460.0,149,100263.0,3.71,3.91,16.0,8477887,2497.0,96.0,15.0,0
2157,Patrick Cannone,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,35.0,3.0,2.0,1.0,10.0,11.0,3,1419.0,0.34,0.41,0.0,8476219,35.0,1.0,0.0,0
2158,Patrick Davis,11.0,2.0,1.0,0.0,1.0,22.0,1.0,8.0,0.0,0.0,1.0,16.0,0.0,1.0,0.0,1.0,154.0,13.0,8.0,1.0,2.0,4.0,9,6322.0,0.5900000000000001,0.73,1.0,8471764,154.0,2.0,0.0,3
2159,Patrick Dwyer,1393.0,86.0,42.0,15.0,51.0,728.0,15.0,608.0,12.0,204.0,246.0,800.0,77.0,93.0,8.0,49.0,8315.0,1099.0,617.0,185.0,384.0,209.0,416,341170.0,2.95,2.96,87.0,8470302,8315.0,274.0,51.0,3
2160,Patrick Eaves,1182.0,93.0,93.0,42.0,88.0,719.0,22.0,890.0,29.0,239.0,360.0,1354.0,142.0,166.0,21.0,51.0,8931.0,1520.0,857.0,149.0,53.0,35.0,465,365105.0,5.56,5.7,97.0,8470622,8931.0,219.0,73.0,3
2161,Patrick Holland,8.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,58.0,2.0,2.0,0.0,1.0,1.0,5,2289.0,0.2,0.22,0.0,8475889,58.0,4.0,0.0,3
2162,Patrick Kaleta,705.0,53.0,24.0,6.0,21.0,735.0,7.0,293.0,11.0,78.0,100.0,465.0,356.0,47.0,8.0,20.0,4480.0,488.0,292.0,52.0,33.0,25.0,301,188555.0,2.68,2.69,198.0,8471388,4480.0,202.0,23.0,3
2163,Patrick Kane,1486.0,614.0,450.0,152.0,308.0,299.0,170.0,3802.0,128.0,953.0,1201.0,5667.0,380.0,1211.0,57.0,197.0,26397.0,6644.0,3862.0,656.0,500.0,307.0,1148,1398685.0,9.290000000000001,9.18,308.0,8474141,26397.0,267.0,761.0,3
2164,Patrick Marleau,3328.0,605.0,328.0,135.0,382.0,952.0,69.0,2266.0,124.0,939.0,928.0,4119.0,242.0,656.0,61.0,220.0,24216.0,4441.0,2659.0,493.0,2269.0,2379.0,982,1102733.0,7.21,7.21,144.0,8466139,24216.0,367.0,328.0,2
2165,Patrick Maroon,594.0,155.0,78.0,25.0,95.0,759.0,19.0,576.0,34.0,255.0,271.0,1193.0,419.0,178.0,18.0,64.0,6784.0,1113.0,655.0,102.0,90.0,51.0,374,322871.0,3.78,3.66,122.0,8474034,6784.0,81.0,100.0,2
2166,Patrick O'Sullivan,436.0,121.0,31.0,9.0,41.0,120.0,7.0,567.0,15.0,155.0,229.0,701.0,66.0,89.0,7.0,36.0,4392.0,981.0,534.0,90.0,217.0,137.0,208,207720.0,2.02,1.99,59.0,8470649,4392.0,96.0,58.0,0
2167,Patrick Rissmiller,21.0,0.0,0.0,0.0,3.0,22.0,0.0,17.0,0.0,3.0,7.0,21.0,0.0,1.0,0.0,2.0,173.0,27.0,16.0,4.0,2.0,2.0,12,7322.0,0.8900000000000001,0.92,1.0,8470321,173.0,2.0,1.0,2
2168,Patrick Russell,131.0,18.0,0.0,0.0,7.0,86.0,0.0,77.0,0.0,22.0,31.0,61.0,14.0,7.0,0.0,5.0,844.0,120.0,75.0,14.0,5.0,3.0,59,38845.0,1.6300000000000001,1.75,5.0,8479466,844.0,27.0,7.0,3
2169,Patrick Sharp,1125.0,247.0,212.0,77.0,171.0,546.0,67.0,2161.0,68.0,544.0,730.0,3016.0,294.0,485.0,28.0,104.0,14913.0,3749.0,2146.0,368.0,1186.0,1157.0,663,702879.0,5.92,5.859999999999999,132.0,8469544,14913.0,216.0,273.0,2
2170,Patrick Sieloff,8.0,0.0,2.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,44.0,7.0,4.0,0.0,0.0,0.0,2,1750.0,0.89,0.88,0.0,8476890,44.0,3.0,0.0,1
2171,Patrick Wey,15.0,7.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,1.0,1.0,12.0,5.0,3.0,0.0,0.0,152.0,15.0,5.0,1.0,0.0,0.0,9,7876.0,0.41,0.34,2.0,8475275,152.0,4.0,3.0,1
2172,Patrick Wiercioch,535.0,141.0,16.0,5.0,7.0,241.0,10.0,519.0,1.0,15.0,163.0,818.0,128.0,74.0,0.0,29.0,5826.0,851.0,378.0,28.0,2.0,0.0,267,269273.0,3.28,3.17,27.0,8474605,5826.0,235.0,58.0,1
2173,Patrik Berglund,1882.0,166.0,170.0,58.0,146.0,914.0,59.0,1351.0,53.0,430.0,559.0,2351.0,248.0,326.0,29.0,85.0,16142.0,2409.0,1368.0,305.0,3549.0,3228.0,717,678541.0,5.93,5.93,107.0,8473534,16142.0,285.0,156.0,0
2174,Patrik Elias,1538.0,283.0,144.0,47.0,110.0,283.0,43.0,1019.0,54.0,344.0,344.0,1971.0,168.0,397.0,21.0,52.0,12051.0,1896.0,1129.0,205.0,2274.0,1678.0,495,545512.0,4.5600000000000005,4.54,102.0,8460542,12051.0,143.0,253.0,0
2175,Patrik Koch,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,4.0,1.0,0.0,0.0,0.0,1,560.0,0.5,0.5,0.0,8484326,12.0,1.0,0.0,1
2176,Patrik Laine,902.0,357.0,204.0,56.0,102.0,423.0,88.0,1514.0,60.0,373.0,600.0,2140.0,175.0,386.0,14.0,95.0,9962.0,2637.0,1389.0,210.0,215.0,110.0,480,514043.0,4.36,4.33,87.0,8479339,9962.0,224.0,182.0,3
2177,Patrik Nemeth,1837.0,214.0,10.0,0.0,6.0,746.0,9.0,661.0,1.0,32.0,212.0,768.0,226.0,69.0,1.0,29.0,11479.0,1002.0,487.0,73.0,3.0,1.0,503,538267.0,4.28,4.31,48.0,8475747,11479.0,818.0,59.0,1
2178,Paul Bissonnette,102.0,18.0,7.0,1.0,5.0,372.0,3.0,99.0,3.0,34.0,38.0,220.0,310.0,22.0,0.0,4.0,1582.0,173.0,100.0,15.0,4.0,3.0,202,64241.0,2.95,3.0,79.0,8470713,1582.0,21.0,15.0,2
2179,Paul Byron,1557.0,186.0,98.0,40.0,113.0,917.0,20.0,401.0,38.0,283.0,208.0,1316.0,129.0,208.0,23.0,50.0,11044.0,993.0,589.0,244.0,308.0,195.0,521,444850.0,5.56,5.47,110.0,8474038,11044.0,236.0,110.0,2
2180,Paul Carey,116.0,40.0,8.0,3.0,6.0,104.0,0.0,84.0,5.0,20.0,31.0,160.0,20.0,16.0,1.0,2.0,1365.0,145.0,79.0,33.0,28.0,20.0,100,57314.0,3.02,3.01,7.0,8474008,1365.0,32.0,8.0,0
2181,Paul Cotter,231.0,30.0,22.0,3.0,21.0,418.0,8.0,175.0,11.0,67.0,76.0,261.0,52.0,45.0,2.0,14.0,2143.0,349.0,187.0,53.0,41.0,37.0,138,104066.0,1.39,1.43,22.0,8481032,2143.0,47.0,23.0,0
2182,Paul Gaustad,2914.0,129.0,61.0,25.0,65.0,914.0,11.0,562.0,25.0,202.0,195.0,1025.0,474.0,149.0,18.0,48.0,10526.0,1019.0,634.0,140.0,3315.0,4412.0,512,436937.0,3.2600000000000002,3.33,140.0,8468700,10526.0,329.0,88.0,0
2183,Paul Kariya,168.0,30.0,20.0,7.0,18.0,43.0,9.0,258.0,4.0,67.0,91.0,336.0,38.0,58.0,1.0,13.0,2042.0,443.0,252.0,27.0,6.0,4.0,86,89138.0,1.19,1.18,24.0,8459426,2042.0,31.0,38.0,2
2184,Paul LaDue,116.0,26.0,5.0,0.0,0.0,84.0,5.0,103.0,0.0,2.0,29.0,148.0,12.0,18.0,0.0,3.0,1322.0,171.0,76.0,7.0,0.0,0.0,70,58892.0,2.7,2.54,5.0,8476983,1322.0,53.0,13.0,1
2185,Paul Mara,513.0,49.0,6.0,0.0,4.0,265.0,5.0,283.0,1.0,12.0,114.0,514.0,210.0,35.0,0.0,11.0,4360.0,418.0,185.0,19.0,1.0,1.0,171,194140.0,1.35,1.34,38.0,8466144,4360.0,241.0,29.0,1
2186,Paul Martin,2156.0,297.0,31.0,12.0,23.0,342.0,15.0,762.0,4.0,54.0,249.0,1939.0,162.0,201.0,7.0,47.0,14859.0,1300.0,590.0,234.0,0.0,0.0,564,757026.0,5.25,5.3,59.0,8468542,14859.0,872.0,170.0,1
2187,Paul Postma,313.0,96.0,10.0,3.0,6.0,118.0,3.0,258.0,4.0,16.0,97.0,425.0,51.0,35.0,3.0,10.0,3517.0,463.0,183.0,44.0,0.0,0.0,205,156535.0,4.17,4.2,7.0,8474074,3517.0,153.0,25.0,1
2188,Paul Ranger,497.0,89.0,9.0,3.0,7.0,183.0,5.0,190.0,1.0,5.0,63.0,280.0,88.0,29.0,1.0,11.0,2907.0,290.0,139.0,66.0,0.0,0.0,103,126835.0,1.24,1.25,21.0,8470085,2907.0,155.0,20.0,1
2189,Paul Stastny,3426.0,272.0,241.0,98.0,318.0,582.0,49.0,1462.0,94.0,873.0,651.0,3994.0,434.0,672.0,63.0,224.0,23262.0,3125.0,2002.0,531.0,7447.0,8884.0,997,1094015.0,8.24,8.31,177.0,8471669,23262.0,498.0,431.0,0
2190,Paul Szczechura,338.0,14.0,10.0,5.0,12.0,82.0,2.0,129.0,3.0,51.0,46.0,167.0,34.0,20.0,2.0,10.0,1869.0,237.0,146.0,38.0,395.0,309.0,92,72982.0,1.28,1.31,18.0,8473898,1869.0,56.0,10.0,0
2191,Paul Thompson,20.0,2.0,0.0,0.0,0.0,51.0,0.0,25.0,0.0,3.0,6.0,36.0,24.0,3.0,0.0,1.0,308.0,34.0,22.0,5.0,1.0,0.0,24,12209.0,0.8600000000000001,0.85,4.0,8476200,308.0,16.0,3.0,3
2192,Pavel Buchnevich,1430.0,333.0,163.0,51.0,127.0,411.0,52.0,1041.0,60.0,375.0,435.0,1950.0,200.0,401.0,21.0,93.0,11077.0,1966.0,1108.0,275.0,396.0,182.0,517,536029.0,4.26,4.23,107.0,8477402,11077.0,180.0,238.0,3
2193,Pavel Datsyuk,1650.0,314.0,175.0,62.0,125.0,476.0,49.0,1259.0,64.0,449.0,503.0,2537.0,111.0,492.0,26.0,75.0,12556.0,2413.0,1330.0,611.0,3698.0,4476.0,507,598487.0,5.03,4.97,163.0,8467514,12556.0,230.0,317.0,0
2194,Pavel Dorofeyev,127.0,20.0,20.0,6.0,20.0,21.0,5.0,117.0,9.0,54.0,53.0,189.0,20.0,33.0,3.0,18.0,1116.0,244.0,138.0,26.0,3.0,2.0,67,53589.0,1.4,1.53,8.0,8481604,1116.0,33.0,13.0,2
2195,Pavel Kubina,1050.0,148.0,27.0,5.0,18.0,403.0,19.0,639.0,3.0,35.0,197.0,987.0,286.0,116.0,2.0,30.0,8089.0,1013.0,495.0,115.0,0.0,0.0,305,381597.0,2.0300000000000002,2.0300000000000002,43.0,8465210,8089.0,478.0,89.0,1
2196,Pavel Mintyukov,155.0,20.0,4.0,0.0,6.0,85.0,3.0,94.0,1.0,11.0,23.0,190.0,24.0,28.0,1.0,15.0,1469.0,169.0,88.0,18.0,0.0,0.0,63,71233.0,0.49,0.49,12.0,8483490,1469.0,65.0,24.0,1
2197,Pavel Zacha,1435.0,262.0,111.0,36.0,100.0,550.0,37.0,830.0,38.0,357.0,362.0,1842.0,144.0,296.0,17.0,67.0,11485.0,1566.0,925.0,229.0,2549.0,2356.0,546,528815.0,4.66,4.71,80.0,8478401,11485.0,172.0,185.0,0
2198,Pavol Demitra,217.0,29.0,23.0,12.0,20.0,39.0,8.0,206.0,3.0,41.0,76.0,397.0,20.0,69.0,3.0,11.0,2069.0,352.0,191.0,23.0,150.0,176.0,96,98621.0,1.13,1.1099999999999999,14.0,8459648,2069.0,43.0,46.0,3
2199,Pavol Regenda,29.0,5.0,1.0,0.0,3.0,19.0,0.0,17.0,1.0,14.0,10.0,39.0,6.0,3.0,0.0,2.0,274.0,39.0,24.0,8.0,6.0,2.0,19,12324.0,0.95,0.97,4.0,8483630,274.0,18.0,2.0,2
2200,Per Ledin,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,42.0,3.0,2.0,2.0,0.0,0.0,3,1789.0,0.32,0.33,1.0,8473407,42.0,0.0,0.0,2
2201,Perttu Lindgren,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,2.0,1,513.0,0.71,0.75,0.0,8471738,10.0,0.0,0.0,0
2202,Peter Cehlarik,49.0,18.0,5.0,0.0,1.0,17.0,0.0,32.0,5.0,33.0,25.0,132.0,10.0,11.0,2.0,3.0,672.0,80.0,41.0,24.0,9.0,5.0,40,31335.0,2.27,2.37,3.0,8477417,672.0,16.0,6.0,2
2203,Peter Forsberg,7.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,9.0,4.0,0.0,0.0,0.0,42.0,7.0,3.0,1.0,0.0,0.0,2,2110.0,0.42,0.37,0.0,8458520,42.0,0.0,0.0,0
2204,Peter Harrold,426.0,65.0,11.0,3.0,10.0,144.0,5.0,306.0,3.0,28.0,104.0,571.0,64.0,35.0,1.0,11.0,4516.0,470.0,240.0,36.0,22.0,8.0,237,200406.0,3.73,3.74,31.0,8472394,4516.0,150.0,24.0,1
2205,Peter Holland,583.0,89.0,35.0,12.0,37.0,295.0,10.0,391.0,13.0,130.0,153.0,697.0,110.0,84.0,6.0,27.0,4702.0,689.0,405.0,159.0,1348.0,1134.0,265,209916.0,3.08,3.07,36.0,8475180,4702.0,92.0,49.0,0
2206,Peter LeBlanc,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,1,566.0,0.24,0.23,0.0,8473505,11.0,1.0,0.0,0
2207,Peter Mueller,314.0,64.0,41.0,18.0,38.0,117.0,8.0,478.0,15.0,112.0,155.0,828.0,66.0,106.0,8.0,33.0,4277.0,821.0,473.0,97.0,139.0,111.0,215,196354.0,2.24,2.21,15.0,8473526,4277.0,56.0,65.0,0
2208,Peter Olvecky,30.0,9.0,2.0,0.0,1.0,14.0,0.0,30.0,2.0,4.0,16.0,41.0,12.0,7.0,0.0,2.0,456.0,48.0,19.0,7.0,95.0,63.0,32,17071.0,1.1400000000000001,1.05,2.0,8471290,456.0,15.0,5.0,2
