,name,d_zone_shift_starts,giveaways,goals,high_danger_goals,high_danger_shots,hits,low_danger_goals,low_danger_shots,medium_danger_goals,medium_danger_shots,missed_shots,o_zone_shift_starts,penalty_minutes,points,rebound_goals,rebounds,shifts,shot_attempts,shots_on_goal,takeaways,faceoffs_lost,faceoffs_won,games_played,icetime,on_ice_corsi_percentage,on_ice_fenwick_percentage,penalties_drawn,shots_blocked_by_player,assists,position_encoded,position
24,Adam Fox,3.5179856115107913,0.7721822541966427,0.13908872901678657,0.04316546762589928,0.10311750599520383,0.4556354916067146,0.05995203836930456,2.275779376498801,0.03597122302158273,0.2158273381294964,0.7194244604316546,4.244604316546763,0.407673860911271,0.8537170263788969,0.011990407673860911,0.13908872901678657,26.213429256594726,3.8345323741007196,1.8752997601918466,0.8129496402877698,0.002398081534772182,0.0,417,1384.8249400479617,0.008057553956834532,0.008129496402877698,0.18705035971223022,1.5731414868105515,0.7146282973621103,1,D
26,Adam Ginning,1.1818181818181819,0.6363636363636364,0.09090909090909091,0.0,0.0,1.9090909090909092,0.09090909090909091,0.8181818181818182,0.0,0.0,0.2727272727272727,1.3636363636363635,0.18181818181818182,0.09090909090909091,0.0,0.0,19.181818181818183,1.7272727272727273,0.5454545454545454,0.18181818181818182,0.0,0.0,11,855.3636363636364,0.15181818181818182,0.13636363636363635,0.0,1.0909090909090908,0.0,1,D
31,Adam Larsson,4.1530054644808745,0.5770491803278689,0.053551912568306013,0.007650273224043716,0.029508196721311476,2.296174863387978,0.03169398907103825,1.7650273224043715,0.014207650273224045,0.07431693989071038,0.6109289617486339,2.262295081967213,0.5344262295081967,0.253551912568306,0.00546448087431694,0.10163934426229508,25.443715846994536,2.816393442622951,1.2579234972677595,0.3114754098360656,0.0,0.001092896174863388,915,1279.7639344262295,0.007005464480874317,0.006994535519125683,0.10163934426229508,1.8,0.2,1,D
34,Adam McQuaid,3.0625,0.314453125,0.03125,0.001953125,0.009765625,1.939453125,0.025390625,1.109375,0.00390625,0.013671875,0.34765625,2.34375,1.19921875,0.142578125,0.001953125,0.04296875,22.5,1.857421875,0.78515625,0.12109375,0.001953125,0.0,512,975.216796875,0.0090234375,0.0090234375,0.2734375,1.62890625,0.111328125,1,D
35,Adam Pardy,2.1847507331378297,0.5043988269794721,0.011730205278592375,0.0,0.008797653958944282,1.2346041055718475,0.005865102639296188,0.9970674486803519,0.005865102639296188,0.06158357771260997,0.33724340175953077,1.9296187683284458,0.7302052785923754,0.15249266862170088,0.002932551319648094,0.03519061583577713,20.44868035190616,1.6803519061583578,0.7302052785923754,0.25513196480938416,0.0,0.0,341,916.5542521994134,0.012756598240469208,0.01278592375366569,0.20234604105571846,1.06158357771261,0.14076246334310852,1,D
37,Adam Pelech,4.414678899082569,0.6990825688073394,0.047706422018348627,0.005504587155963303,0.029357798165137616,1.455045871559633,0.03302752293577982,1.9394495412844037,0.009174311926605505,0.08990825688073395,0.673394495412844,1.9229357798165139,0.3908256880733945,0.28807339449541286,0.003669724770642202,0.08256880733944955,25.53394495412844,3.128440366972477,1.385321100917431,0.48256880733944957,0.0,0.0,545,1205.467889908257,0.008128440366972477,0.008238532110091743,0.10091743119266056,1.6715596330275229,0.24036697247706423,1,D
40,Adam Wilsby,2.652173913043478,1.0434782608695652,0.043478260869565216,0.0,0.0,0.782608695652174,0.043478260869565216,1.6521739130434783,0.0,0.2608695652173913,0.4782608695652174,1.3043478260869565,0.2608695652173913,0.21739130434782608,0.0,0.13043478260869565,23.52173913043478,3.260869565217391,1.434782608695652,0.43478260869565216,0.0,0.0,23,1085.9130434782608,0.022173913043478263,0.021304347826086957,0.13043478260869565,0.7391304347826086,0.17391304347826086,1,D
41,Adrian Aucoin,4.243323442136498,0.29080118694362017,0.06824925816023739,0.002967359050445104,0.020771513353115726,1.3857566765578635,0.050445103857566766,2.1275964391691393,0.01483679525222552,0.07418397626112759,0.7774480712166172,3.43620178041543,0.6172106824925816,0.28486646884273,0.002967359050445104,0.12462908011869436,27.323442136498517,3.2818991097922847,1.4451038575667656,0.2997032640949555,0.0,0.005934718100890208,337,1271.2433234421364,0.007359050445103857,0.007032640949554896,0.12166172106824925,0.8219584569732937,0.2166172106824926,1,D
46,Akito Hirose,1.4,0.5,0.0,0.0,0.0,0.9,0.0,0.8,0.0,0.0,0.4,1.8,0.4,0.3,0.0,0.0,22.0,1.0,0.4,0.1,0.0,0.0,10,951.4,0.08399999999999999,0.09,0.1,1.1,0.3,1,D
49,Albert Johansson,2.5434782608695654,0.8695652173913043,0.043478260869565216,0.0,0.0,1.065217391304348,0.021739130434782608,1.108695652173913,0.021739130434782608,0.043478260869565216,0.41304347826086957,2.0434782608695654,0.34782608695652173,0.17391304347826086,0.0,0.06521739130434782,21.52173913043478,2.0434782608695654,0.7391304347826086,0.2391304347826087,0.0,0.0,46,984.2826086956521,0.01,0.010217391304347826,0.17391304347826086,1.6521739130434783,0.13043478260869565,1,D
50,Alec Martinez,3.196969696969697,0.6386946386946387,0.10256410256410256,0.023310023310023312,0.05710955710955711,1.210955710955711,0.05827505827505827,1.9312354312354312,0.02097902097902098,0.13286713286713286,0.717948717948718,3.18997668997669,0.2913752913752914,0.3368298368298368,0.018648018648018648,0.11072261072261072,25.073426573426573,3.325174825174825,1.4032634032634033,0.16783216783216784,0.0034965034965034965,0.0,858,1173.8135198135199,0.009685314685314686,0.00977855477855478,0.07925407925407925,2.191142191142191,0.23426573426573427,1,D
51,Alec Regula,2.3181818181818183,1.0,0.045454545454545456,0.0,0.0,1.2727272727272727,0.045454545454545456,1.2272727272727273,0.0,0.045454545454545456,0.3181818181818182,1.3636363636363635,0.7272727272727273,0.045454545454545456,0.0,0.045454545454545456,21.5,2.3636363636363638,0.9545454545454546,0.5,0.0,0.0,22,1013.7272727272727,0.053636363636363635,0.049090909090909095,0.22727272727272727,1.4545454545454546,0.0,1,D
60,Alex Biega,2.205761316872428,0.411522633744856,0.01646090534979424,0.0,0.00411522633744856,2.567901234567901,0.01646090534979424,1.8724279835390947,0.0,0.11522633744855967,0.6090534979423868,2.0,0.5020576131687243,0.16872427983539096,0.0,0.06584362139917696,21.662551440329217,2.843621399176955,1.382716049382716,0.12757201646090535,0.0,0.0,243,937.156378600823,0.014979423868312757,0.014897119341563786,0.13991769547325103,0.9382716049382716,0.1522633744855967,1,D
68,Alex Goligoski,3.3796641791044775,0.7257462686567164,0.08115671641791045,0.013059701492537313,0.05317164179104478,1.0848880597014925,0.04197761194029851,1.9794776119402986,0.026119402985074626,0.13432835820895522,0.667910447761194,3.3041044776119404,0.34701492537313433,0.439365671641791,0.007462686567164179,0.09981343283582089,26.0625,3.41044776119403,1.4990671641791045,0.19869402985074627,0.0009328358208955224,0.0009328358208955224,1072,1316.0559701492537,0.007677238805970149,0.007705223880597014,0.13526119402985073,1.6511194029850746,0.3582089552238806,1,D
